荧光分子摩根,溶剂摩根,λabs (nm)
0000000001000001000000000000000001000000000000000000000000000000101000001000010000001001000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100111000000000000000000000000000010000110000100000000000000000000001000000000000000000000000000000000100000010000000010000000000000000000000001010000000000000010000000000000000000000000000000000100000000000000000000001000000100000000000101000000000010000000000000000000000001100000000000000000000010000000000000000000000000100010000000000000010000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000001000101000000000001000000010000110000000000000000000000000000000000000000000000000000000001000000100000000000001000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,697.0
0000000001000000000100000000000001000010000000000000000000000000100000001000010000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100111000000000100000000000000000000011000000100000000000000000000001000000000000000000000001000000000000000010000000010010000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000001000000000000000000001000000000010000000000000000000000001100000010000000000000010000000000000000000000000100010000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010000001000101000000000100000000110000110000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000001000000001000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,699.0
0000100000100000000100000000000001000010000000000000000000010000100000000000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000100000000000000000000011000000100000000010000000000000000000000000000000000001000000000001010010100000000010000000000000000000000101000000010000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000001000000010000000000000010000000000000000000000000000010000001000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000010000001000001000000001100000000110000100000000000000010000000000000000000001000000010000000010001000000000000000000000000000000000001000010011000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,699.0
0000100000100000000100000000000001000010000000000000000000000000100000000000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000100000000000000000000011000000100000000010000000000000000100000000000000000001000000000001010010100000000010000000000000000000000101000000010000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000001000000010000000000000010000000000000000000000000000010000001000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000010000001000001000000001100000000110000100000000000000010000000000000000000001000000010000000010001000000000000000000000000000000000011000010001000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,708.0
0000000001000000000000000000000001000010000000000000000000000000100000001000010000001000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100111000000000000000000000000000000011000000100000000000000000000011000000001000000000000001000000000000000010000000010010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000001000000000010000000000000000000000001100000010000000000000010000000000000000000000000100010000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000011000000000000000000000000000000000000001000101000000000100000000110000110000000000000000000000100000000001000000000000000000000001000000000000000000001000000000000000000000001000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,706.0
0000100000100000000000000000000000000010000000000000000000010000100000000000010000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000010000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000011000000100000000010000000000010000000001000000000000001000000000001010010100000000010000000000000000000000101000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000001000000010000000000000010000000000000000000000000000010000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000001000000011000000000000000000000000000000010000001000001000000001100000000110000100000000000000010000000100000000001001000000010000000010001000000000000000000000000000000000000000010011000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,710.0
0000100000100000000000000000000000000010000000000000000000000000100000000000010000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000010000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000011000000100000000010000000000010000100001000000000000001000000000001010010100000000010000000000000000000000101000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000001000000010000000000000010000000000000000000000000000010000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000001000000011000000000000000000000000000000010000001000001000000001100000000110000100000000000000010000000100000000001001000000010000000010001000000000000000000000000000000000010000010001000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,718.0
0000100000100000000100000000000001000010000000000000000000000000100000001000010000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100110000000000100000000000000000000011000000100000000000000000000000000100000000000000000001000000000000010010100000000010000000000000000000000001000000010000000000000000000000000000000000000000100000000000000000000001000000000000000000001000000000000000000000000000000000001100000010000000000000010000000000000000000000000100010000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010000001000001000000000100000000110000110000000000000010000000000000000000001000000010000000000001000000000000000000001000000000000001000010001000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,703.0
0000100000100000000000000000000001000010000000000000000000000000100000001000010010001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000100110000000000000000000000000000000011000000100000000000000000000000000100000000000000000001000000000000010010100000000010000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000001001000000000000000001000000000000000000000000000000000001100000010000000000000010000000000000000000000000100010000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000000000000000000000010000011000001000000000100000000110000110000000000000010000000000000000000001000000010000000000001000000000000000000001100000000000000000010001000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,703.0
0000100000100000000000000000000001000010000000000000000000000000100000001000010000001000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100110000000000000000000000000000000011000000100000000000000000000010000100001000000000000001000000000000010010100000000010000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000001000000000000000000000000000000000001100000010000000000000010000000000000000000000000100010000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000011000000000000000000000000000000010000001000001000000000100000000110000110000000000000010000000100000000001001000000010000000000001000000000000000000001000000000000000000010001000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,713.0
0000100000100000000000000000000001000010000000000000000000000000100000001000010000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100110000000000000000000000000000010011000000100000000000000000000000000100000000000000000001000000000000010010100000000010000000000000000000000001000000000000010000000000000000000000000000000000100000000000000000000001000000000000000000001100000000000000000000000000000000001100000010000000000000010000000000000000000000000100010000000000000010000000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000110000001000001000000000100000000110000110000000000000010000000000000000000001000000010000000000001000000100000000000001000000000000000000010001000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,706.0
0000100000100001000000000000000001000010000000000000000000000000100000001000010000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100110000000000000000000000000000010011000000100000000000000000000000000100000000000000000001000000000000010010100000000010000000000000000000001001000000000000010000000000000000000000000000000000100000000000000000000001000000100000000000001000000000000000000000000000000000001100000010000000000000010000000000000000000000000100010000000000000010000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000110000001000001000000000101000000110000110000000000000010000000000000000000001000000010000000000001000000100000000000001000000000000000000010000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,706.0
0000100000000000000000010000000001000000000001000000000000000000101000001000010010000000000000000000000000000000001000000000000000000000101000000010000000000000000001000000000100001000000000000010000100000000010000000000001000000000000000000000000000000000000001000000000000000000010000000100011000000000000000000000001000000000000001000000000000000000100010000100000100000000001000001100010000010000000000000000010000000001000000000000000000000000000000001000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000010000000000001000001000000000000000000000000100010000000000110001100000001001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000001000001000000000000000000010000010000000000110000000000100000000000010100000010000010010000000001000000000000001000000100000000000000001000000000000000000000000000001000000001,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,695.0
0000100000000000000000010000000001000000000001000000000000000000101000001000010010000000000000000000000000000000001000000000000000000000101000000010000000000000000001000000000100001000000000000010000100000000010000000000001000000000000000000000000000000000000001000000000000000000010000000100011000000000000000000000001000000000000001000000000000000000100010000100000100000000001000001100010000010000000000000000010000000001000000000000000000000000000000001000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000010000000000001000001000000000000000000000000100010000000000110001100000001001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000001000001000000000000000000010000010000000000110000000000100000000000010100000010000010010000000001000000000000001000000100000000000000001000000000000000000000000000001000000001,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,699.0
0000100000000000000000010000000001000000000001000000000000000000101000001000010010000000000000000000000000000000001000000000000000000000101000000010000000000000000001000000000100001000000000000010000100000000010000000000001000000000000000000000000000000000000001000000000000000000010000000100011000000000000000000000001000000000000001000000000000000000100010000100000100000000001000001100010000010000000000000000010000000001000000000000000000000000000000001000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000010000000000001000001000000000000000000000000100010000000000110001100000001001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000001000001000000000000000000010000010000000000110000000000100000000000010100000010000010010000000001000000000000001000000100000000000000001000000000000000000000000000001000000001,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,680.0
0000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000010100000000001000000000000010000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000011000001000000000000000000000000000000010000000000001000000000000000100000000000000000000000000000000000010000000001010000010000000000000000000000000000000000010000000000000000100000010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000010000000000000010000010000000000000000000000000000000000000000000000000010000000100000000001000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000010000000000000000000001000000000000000000000000010000000000100000000000000000000000000000000000000010000000010000000000000000000000000000000000000000100000000000000010000000000000000000100000010100,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,548.0
0000000000000000000000000000000001000000000000000000000000000000100000001000000000000000000000000000000000010000000100000000000000000000000110000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000001000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000110000000000000000000000000000000000010000000000000000100000010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000100000010000000000000010000010000000000000000000100000000000000000000000000000010000000100000000001000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000010000000000000000000001000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000000010000000000000000000100000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,550.0
0000100000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000001000000010000000000000000001000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000100010000100000100000000000000000000010000000000000000010000000000000001000000000000000000000000000000001000000000000000000011000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000011000000000000100000000000000010001000000001001000001000000000000000000100000000000001000000000000000000000000000000000100000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000110000000000000000000000000000000010000000010000000000000000000000000000000100000000000000001000000000000000000000000000000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,568.0
0000100000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000001000000010000000000000000001000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000100010000100000100000000000000000000010000000000000000010000000000000001000000000000000000000000000000001000000000000000000011000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000011000000000000100000000000000010001000000001001000001000000000000000000100000000000001000000000000000000000000000000000100000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000110000000000000000000000000000000010000000010000000000000000000000000000000100000000000000001000000000000000000000000000000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,567.0
0000000000000001000000000000000001001100000000111000000000000010101000000000000000000000000000000000000000000000000000000100000010000000010000000000000000000000111000000001000100000000000000000000000000000000000001000000000000000000000001000000000000100000100000000000000100000000000001000000000000000010000000000000010100000100000001000000000000000010100010000000000000000000000010000000000010000000000000000000000000000000000000000100000000000000000010000000010100000000000000000000000000100000000000000000000000000000000000000000000000000100000001000000000001000000001000000000100000000000111000000000000000000010000000000010000000000000000000000010000010000000000000000101000010000000000000000000000000000000000100001000001100000000000000000000000000000001000000000000000000000000001000000000000000000001000000000000000000010000000010000000010001000000000000000000000100010000010001000000000000000000000000100000000000000000000000010000010000000000000000000000000000000110000000000000000000000000010000000000000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,616.0
