label,molecule
782.0,F[B-]([N+]1=C(C2=CC=C(N(CC)CC)C=C2)C3=C(C4=C(C=CC=C4)CC3)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C(CC8)=C6C9=C8C=C(OC)C=C9
735.0,F[B-]([N+]1=C(C2=CC=C(Br)S2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C=C5C7=CC=C(Br)S7
760.0,F[B-]([N+]1=C(C2=CC=C(C#CC3=CC=C(N(C(CCCCC)=O)C(CCCCC)=O)C=C3)C=C2)C=C(C4=CC=CS4)C1=N5)(F)N6C5=C(C7=CC=CS7)C=C6C8=CC=C(C#CC9=CC=C(N(C(CCCCC)=O)C(CCCCC)=O)C=C9)C=C8
640.0,F[B-]([N+]1=C(C2=CC=C(C#CC3=CC=C(N(C(CCCCC)=O)C(CCCCC)=O)C=C3)C=C2)C=C(C4=CC=CS4)C1=N5)(F)N6C5=C(C7=CC=CS7)C=C6C8=CC=C(C#CC9=CC=C(N(C(CCCCC)=O)C(CCCCC)=O)C=C9)C=C8
700.0,F[B-]([N+]1=C(C2=CC=C(N=[N+]=[N-])C=C2)C=C(C3=CC(OC)=C(OC)C=C3)C1=N4)(F)N5C4=C(C6=CC=C(OC)C(OC)=C6)C=C5C7=CC=C(N=[N+]=[N-])C=C7
750.0,F[B-]([N+]1=C(C2=CC=C(N)C=C2)C=C(C3=CC(OC)=C(OC)C=C3)C1=N4)(F)N5C4=C(C6=CC=C(OC)C(OC)=C6)C=C5C7=CC=C(N)C=C7
790.0,F[B-]([N+]1=C(C2=CC=C(N(C)C)C=C2)C=C(C3=CC(OC)=C(OC)C=C3)C1=N4)(F)N5C4=C(C6=CC=C(OC)C(OC)=C6)C=C5C7=CC=C(N(C)C)C=C7
680.0,CC1=C2N(C(/C=C/C3=CC=C(OCC(OCC)=O)C=C3)=C1)[B-](F)(F)[N+]4=C(C5=C(C)C=C(C)N5)C6=CC=CC=C6C4=C2
675.0,CC1=C2N(C(/C=C/C3=CC=C(OCC(OCC)=O)C=C3)=C1CC)[B-](F)(F)[N+]4=C(C5=C(C)C(CC)=C(C)N5)C6=CC=CC=C6C4=C2C
676.0,CC1=C(C2=[N+]3C(C4=C2C=CC=C4)=C(/C=C/C5=CC=C(OCC(OCC)=O)C=C5)C6=C(C)C=C(/C=C/C7=CC=C(OCC(OCC)=O)C=C7)N6[B-]3(F)F)NC(C)=C1
725.0,CC1=C2N(C(/C=C/C3=CC=C(N(C)C)C=C3)=C1CC)[B-](F)(F)[N+]4=C(C5=C(C)C(CC)=C(C)N5)C6=CC=CC=C6C4=C2
705.0,F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC(C(C=CC=C4)=C4N5CC)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CC)=C%10C=C8)C=C7C%11=CC=CC=C%11
653.0,F[B-]([N+]1=C(C2=CC=CC=C2)C(I)=C(C3=CC(C(C=CC=C4)=C4N5CC)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CC)=C%10C=C8)C(I)=C7C%11=CC=CC=C%11
649.0,F[B-]([N+]1=C(C2=CC=C(Br)C=C2)C(I)=C(C3=CC(C(C=CC=C4)=C4N5CC)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CC)=C%10C=C8)C(I)=C7C%11=CC=C(Br)C=C%11
672.0,CC1=CC=CC(C)=C1C(C2=CC=C(C3=CC=C(C4=CC=CC=C4)S3)N2[B-]5(F)F)=C6[N+]5=C(C7=CC=C(C8=CC=CC=C8)S7)C=C6
689.0,CC1=CC=CC(C)=C1C(C2=CC=C(C3=CC=C(C4=CC=C(OC)C=C4)S3)N2[B-]5(F)F)=C6[N+]5=C(C7=CC=C(C8=CC=C(OC)C=C8)S7)C=C6
708.0,CC1=CC=CC(C)=C1C(C2=CC=C(C3=CC=C(C4=CC=C(N)C=C4)S3)N2[B-]5(F)F)=C6[N+]5=C(C7=CC=C(C8=CC=C(N)C=C8)S7)C=C6
703.0,F[B-]([N+]1=C(C(C=CC(OC)=C2)=C2CC3)C3=CC1=C4C(F)(F)F)(F)N5C4=CC6=C5C7=C(C=C(OC)C=C7)CC6
689.0,O=C(CC1=CC=CC=C1)OCC2=C3[N+]([B-](C)(C)N4C2=C(C)C=C4/C=C/C5=CC=C(N(C)C)C=C5)=C(/C=C/C6=CC=C(N(C)C)C=C6)C=C3C
694.0,F[B-]([N+]1=C(C2=CC=C(OCCCCCCOC(C(C)=C)=O)C=C2)C=C(C3=CC=C(OC)C=C3)C1=N4)(F)N5C4=C(C6=CC=C(OC)C=C6)C=C5C7=CC=C(OCCCCCCOC(C)=O)C=C7
708.0,F[B-]([N+]1=C(C2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)/C5=CC=CC=C5)C=C2)C=C(C6=CC=CC=C6)C1=N7)(F)N8C7=C(C9=CC=CC=C9)C=C8C%10=CC=C(/C(C%11=CC=CC=C%11)=C(C%12=CC=CC=C%12)\C%13=CC=CC=C%13)C=C%10
682.0,F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC=C(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)\C6=CC=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)/C%12=CC=CC=C%12)C=C9)C=C8C%13=CC=CC=C%13
708.0,F[B-]([N+]1=C(C2=CC3=C(C4=CC=CC=C4C3(C)C)C=C2)C=C(C5=CC=CC=C5)C1=N6)(F)N7C6=C(C8=CC=CC=C8)C=C7C9=CC(C%10(C)C)=C(C%11=C%10C=CC=C%11)C=C9
677.0,F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC=C(C4=CC=CC=C4C5(C)C)C5=C3)C1=N6)(F)N7C6=C(C8=CC9=C(C%10=C(C9(C)C)C=CC=C%10)C=C8)C=C7C%11=CC=CC=C%11
891.0,F[B-]([N+]1=C(CC)C=C2C1=C3C4=C5C2=CC=C(OC6=C(C)C=C(C)C=C6C)C5=CC7=C(OC8=C(C)C=C(C)C=C8C)C=CC9=C47)(F)N%10C3=C9C=C%10CC
867.0,F[B-]([N+]1=C(CC)C=C2C1=C3C4=C5C2=CC=C(OC6=C(C)C=C(C)C=C6C)C5=CC7=C(OC8=C(C)C=C(C)C=C8C)C=CC9=C47)(F)N%10C3=C9C=C%10CC
848.0,F[B-]([N+]1=C(CC)C=C2C1=C3C4=C5C2=CC=C(OC6=C(C)C=C(C)C=C6C)C5=CC7=C(OC8=C(C)C=C(C)C=C8C)C=CC9=C47)(F)N%10C3=C9C=C%10CC
826.0,F[B-]([N+]1=C(CC)C=C2C1=C3C4=C5C2=CC=C(OC6=C(C)C=C(C)C=C6C)C5=CC7=C(OC8=C(C)C=C(C)C=C8C)C=CC9=C47)(F)N%10C3=C9C=C%10CC
830.0,F[B-]([N+]1=C(CC)C=C2C1=C3C4=C5C2=CC=C(OC6=C(C)C=C(C)C=C6C)C5=CC7=C(OC8=C(C)C=C(C)C=C8C)C=CC9=C47)(F)N%10C3=C9C=C%10CC
891.0,CCC1=CC2=C3N1[B-](F)(F)[N+]4=C(CC)C(C5=C6C([N+]([B-]7(F)F)=C5CC)=C8C9=C%10C6=CC=C(OC%11=C(C)C=C(C)C=C%11C)C%10=CC%12=C(OC%13=C(C)C=C(C)C=C%13C)C=CC(C%14=C8N7C(CC)=C%14)=C9%12)=C%15C4=C3C%16=C%17C%15=CC=C(OC%18=C(C)C=C(C)C=C%18C)C%17=CC%19=C(OC%20=C(C)C=C(C)C=C%20C)C=CC2=C%16%19
860.0,CCC1=CC2=C3N1[B-](F)(F)[N+]4=C(CC)C(C5=C6C([N+]([B-]7(F)F)=C5CC)=C8C9=C%10C6=CC=C(OC%11=C(C)C=C(C)C=C%11C)C%10=CC%12=C(OC%13=C(C)C=C(C)C=C%13C)C=CC(C%14=C8N7C(CC)=C%14)=C9%12)=C%15C4=C3C%16=C%17C%15=CC=C(OC%18=C(C)C=C(C)C=C%18C)C%17=CC%19=C(OC%20=C(C)C=C(C)C=C%20C)C=CC2=C%16%19
835.0,CCC1=CC2=C3N1[B-](F)(F)[N+]4=C(CC)C(C5=C6C([N+]([B-]7(F)F)=C5CC)=C8C9=C%10C6=CC=C(OC%11=C(C)C=C(C)C=C%11C)C%10=CC%12=C(OC%13=C(C)C=C(C)C=C%13C)C=CC(C%14=C8N7C(CC)=C%14)=C9%12)=C%15C4=C3C%16=C%17C%15=CC=C(OC%18=C(C)C=C(C)C=C%18C)C%17=CC%19=C(OC%20=C(C)C=C(C)C=C%20C)C=CC2=C%16%19
843.0,CCC1=CC2=C3N1[B-](F)(F)[N+]4=C(CC)C(C5=C6C([N+]([B-]7(F)F)=C5CC)=C8C9=C%10C6=CC=C(OC%11=C(C)C=C(C)C=C%11C)C%10=CC%12=C(OC%13=C(C)C=C(C)C=C%13C)C=CC(C%14=C8N7C(CC)=C%14)=C9%12)=C%15C4=C3C%16=C%17C%15=CC=C(OC%18=C(C)C=C(C)C=C%18C)C%17=CC%19=C(OC%20=C(C)C=C(C)C=C%20C)C=CC2=C%16%19
680.0,F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC(OC)=CC(OC)=C3)C1=N4)(F)N5C4=C(C6=CC(OC)=CC(OC)=C6)C=C5C7=CC=CC=C7
664.0,F[B-]([N+]1=C(C2=CC=C(Br)C=C2)C=C(C3=CC(OC)=CC(OC)=C3)C1=N4)(F)N5C4=C(C6=CC(OC)=CC(OC)=C6)C=C5C7=CC=C(Br)C=C7
675.0,F[B-]([N+]1=C(C2=CC=C(I)C=C2)C=C(C3=CC(OC)=CC(OC)=C3)C1=N4)(F)N5C4=C(C6=CC(OC)=CC(OC)=C6)C=C5C7=CC=C(I)C=C7
676.0,F[B-]([N+]1=C(C2=CC=C(I)C=C2)C(I)=C(C3=C(I)C(OC)=CC(OC)=C3)C1=N4)(F)N5C4=C(C6=CC(OC)=CC(OC)=C6I)C(I)=C5C7=CC=C(I)C=C7
681.0,CC(C)(C)C(C=C1)=CC=C1C2=C(/N=C3N=C(C4=CC=C(N(C)C)C=C4)C=C\3C5=CC=C(C(C)(C)C)C=C5)NC(C6=CC=C(N(C)C)C=C6)=C2
797.0,BrC1=C(C2=CC=C(N(C)C)C=C2)N([B-](F)(F)[N+]3=C(C4=CC=C(N(C)C)C=C4)C(Br)=C(C5=CC=C(C(C)(C)C)C=C5)C3=N6)C6=C1C7=CC=C(C(C)(C)C)C=C7
675.0,BrC1=C(C2=CC=C(N(C)C)C=C2)NC(/N=C3N=C(C4=CC=C(N(C)C)C=C4)C(Br)=C\3C5=CC=C(C(C)(C)C)C=C5)=C1C6=CC=C(C(C)(C)C)C=C6
789.0,F[B-]([N+]1=C(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)C=C(C5=CC=C(C(C)(C)C)C=C5)C1=N6)(F)N7C6=C(C8=CC=C(C(C)(C)C)C=C8)C=C7C9=CC=C(N(C%10=CC=CC=C%10)C%11=CC=CC=C%11)C=C9
769.0,BrC1=C(C2=CC=C(C(C)(C)C)C=C2)C3=NC4=C(C5=CC=C(C(C)(C)C)C=C5)C=C(C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)N4[B-](F)(F)[N+]3=C1C9=CC=C(N(C%10=CC=CC=C%10)C%11=CC=CC=C%11)C=C9
730.0,F[B-]([N+]1=C(C2=CC=C(/C=C(C3=CC=NC=C3)\C#N)S2)C=CC1=C4C5=CC=C(/C=C(C#N)/C6=CC=NC=C6)S5)(F)N7C4=CC=C7C8=CC=C(/C=C(C9=CC=NC=C9)\C#N)S8
731.0,F[B-]([N+]1=C(C2=CC=C(/C=C(C3=CC=NC=C3)\C#N)S2)C=CC1=C4C5=CC=C(/C=C(C#N)/C6=CC=NC=C6)S5)(F)N7C4=CC=C7C8=CC=C(/C=C(C9=CC=NC=C9)\C#N)S8
672.0,CC(C(Br)=C1/C=C/C2=CC=C(OC)C=C2)=C3N1[B-](F)(F)[N+]4=C(/C=C/C5=CC=C(OC)C=C5)C(Br)=C(C)C4=C3
664.0,CC1=CC=C(C2=C3[N+]([B-](F)(F)N4C2=CC(C5=CC=C(CCCCCC)S5)=C4C6=CC=C(CCCCCC)S6)=C(C7=CC=C(CCCCCC)S7)C(C8=CC=C(CCCCCC)S8)=C3)C=C1
654.0,CC1=CC=C(C2=C3[N+]([B-](F)(F)N4C2=CC(C5=CC=C(CCCCCC)S5)=C4C6=CSC(CCCCCC)=C6)=C(C7=CSC(CCCCCC)=C7)C(C8=CC=C(CCCCCC)S8)=C3)C=C1
719.0,CC1=CC=C(C2=C3[N+]([B-](F)(F)N4C2=CC5=C4C(SC(CCCCCC)=C6)=C6C7=C5C=C(CCCCCC)S7)=C8C(C(C=C(CCCCCC)S9)=C9C%10=C8SC(CCCCCC)=C%10)=C3)C=C1
702.0,F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C=C(C3=CC=C([N+](CC)(CC)C)C=C3)C1=N4)(F)N5C4=C(C6=CC=C([N+](CC)(CC)C)C=C6)C=C5C7=CC=C(OC)C=C7
681.0,F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C(Br)=C(C3=CC=C([N+](CC)(CC)C)C=C3)C1=N4)(F)N5C4=C(C6=CC=C([N+](CC)(CC)C)C=C6)C(Br)=C5C7=CC=C(OC)C=C7
684.0,F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C(Br)=C(C3=CC=C(N(CC)CC)C=C3)C1=N4)(F)N5C4=C(C6=CC=C(N(CC)CC)C=C6)C(Br)=C5C7=CC=C(OC)C=C7
651.0,F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC=C(N(CC)CC)C=C4)=C2N=C5[N+]1=C(C6=CC=C(OC)C=C6)C=C5C7=CC=C(N(CC)CC)C=C7
668.0,F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC=C(N(CC)CCC5)C5=C4)=C2N=C6[N+]1=C(C7=CC=C(OC)C=C7)C=C6C8=CC9=C(N(CC)CCC9)C=C8
672.0,F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC(CCC5)=C(N5CCC6)C6=C4)=C2N=C7[N+]1=C(C8=CC=C(OC)C=C8)C=C7C9=CC(CCC%10)=C(N%10CCC%11)C%11=C9
668.0,F[B-]([N+]1=C(C2=C(OC)C=CC3=C2C=CC=C3)C=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C8=C6C9=C(C=C(OC)C=C9)CC8
617.0,COC1=CC(C2=C(/N=C3N=C(C4=CC=C(Br)C=C4)C=C\3C5=CC(OC)=CC(OC)=C5)NC(C6=CC=C(Br)C=C6)=C2)=CC(OC)=C1
544.0,CCC1=C(C)C2=C(C3=C(F)C(F)=C(F)C(F)=C3F)C4=C(C)C(CC)=C(C)N4[B-](F)(F)[N+]2=C1C
606.0,CCC1=C(C)C2=C(C3=C(F)C(F)=C(F)C(F)=C3F)C4=C(C)C(CC)=C(/C=C/C5=CC=C(O)C=C5)N4[B-](F)(F)[N+]2=C1C
666.0,F[B-]([N+]1=C(C2=CC=C(Br)C=C2)C(I)=C(C3=C(I)C(OC)=CC(OC)=C3)C1=N4)(F)N5C4=C(C6=CC(OC)=CC(OC)=C6I)C(I)=C5C7=CC=C(Br)C=C7
525.0,CC(C(I)=C1C)=C2N1[B-](F)(F)[N+]3=C(C)C(I)=C(C)C3=C2CCC(O)=O
629.0,F[B-]([N+]1=C(/C=C/C2=CC=C(N(C)C)C=C2)C(I)=C(C)C1=C3C4=CC=CC=C4)(F)N5C3=C(C)C(I)=C5C
576.0,F[B-]([N+]1=C(C)C(C#CC#CC2=C(C)N([B-](F)(F)[N+]3=C(C)C(I)=C(C)C3=C4C5=CC=CC=C5)C4=C2C)=C(C)C1=C6C7=CC=CC=C7)(F)N8C6=C(C)C(I)=C8C
532.0,F[B-]([N+]1=C(C)C(C2=CC=C(I)S2)=C(C)C1=C3C4=CC=CC=C4)(F)N5C3=C(C)C(I)=C5C
526.0,F[B-]([N+]1=C(C)C(C2=CC=C(I)S2)=C(C)C1=C3C4=CC=CC=C4)(F)N5C3=C(C)C(C6=CC=C(I)S6)=C5C
530.0,CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=C(O)C=C6)OC5=O
530.0,CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=C(O)C=C6)OC5=O
668.0,F[B-]([N+]1=C(C2=C(OC)C=CC3=C2C=CC=C3)C=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C8=C6C9=C(C=C(OC)C=C9)CC8
640.0,CC1=CC=CC(C)=C1C(C2=CC=C(C3=CC=C(C)S3)N2[B-]4(F)F)=C5[N+]4=C(C6=CC=C(C)S6)C=C5
658.0,F[B-]([N+]1=C(C2=CC=C(Br)C=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C=C5C7=CC=C(Br)C=C7
619.0,COC1=CC(C2=C(/N=C3N=C(C4=CC=CC=C4)C=C\3C5=CC(OC)=CC(OC)=C5)NC(C6=CC=CC=C6)=C2)=CC(OC)=C1
666.0,COC1=CC(C2=C3N([B-](F)(F)[N+]4=C(C5=CC=C(Br)C=C5)C(I)=C(C6=C(I)C(OC)=CC(OC)=C6)C4=N3)C(C7=CC=C(Br)C=C7)=C2I)=C(I)C(OC)=C1
661.0,CCC1=C(C)C2=C(C3=C(F)C(F)=C(F)C(F)=C3F)C4=C(C)C(CC)=C(/C=C/C5=CC=CC=C5)N4[B-](F)(F)[N+]2=C1/C=C/C6=CC=CC=C6
646.0,CCC1=C(C)C2=C(C3=C(F)C(F)=C(F)C(F)=C3F)C4=C(C)C(CC)=C(/C=C/C5=C(C)C=C(C)C=C5C)N4[B-](F)(F)[N+]2=C1/C=C/C6=C(C)C=C(C)C=C6C
625.0,F[B-]([N+]1=C(C2=C(OC)C=CC=C2)C3=C(C=C(CCOC(C(C)=C)=O)C=C3)C1=C4)(F)N5C4=C(C=C(CCOC(C)=O)C=C6)C6=C5C7=C(OC)C=CC=C7
670.0,F[B-]([N+]1=C(C2=CC=C(I)C=C2)C(I)=C(C3=CC(OC)=CC(OC)=C3)C1=N4)(F)N5C4=C(C6=CC(OC)=CC(OC)=C6)C(I)=C5C7=CC=C(I)C=C7
502.0,CC(C=C1C)=C2N1[B-](F)(F)[N+]3=C(C)C=C(C)C3=C2
534.0,CC(C(I)=C1C)=C2N1[B-](F)(F)[N+]3=C(C)C(I)=C(C)C3=C2
548.5,F[B-]([N+]1=CC(I)=CC1=C2C3=CC=C(C)C=C3)(F)N4C2=CC(I)=C4
563.5,F[B-]([N+]1=C(I)C(I)=CC1=C2C3=CC=C(C)C=C3)(F)N4C2=CC(I)=C4
581.0,F[B-]([N+]1=C(I)C(I)=CC1=C2C3=CC=C(C)C=C3)(F)N4C2=CC(I)=C4I
618.0,F[B-]([N+]1=C(C)C(C#CC2=C(C)N([B-](F)(F)[N+]3=C(C)C(I)=C(C)C3=C4C5=CC=CC=C5)C4=C2C)=C(C)C1=C6C7=CC=CC=C7)(F)N8C6=C(C)C(I)=C8C
516.0,CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=CC=C6)OC5=O
504.0,CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=CC=C6)OC5=O
548.0,CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=C(O)C=C6)OC5=O
632.0,CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=C(N(CC)CC)C=C6)OC5=O
576.0,F[B-]1(F)[N+]2=C(/C=C/C3=CC=CC=C3)C(C(OCC)=O)=C(C4=CC=CC=C4)C2=CC5=C(C6=CC=CC=C6)C(C(OCC)=O)=C(C)N15
576.0,F[B-]1(F)[N+]2=C(/C=C/C3=CC=CC=C3)C(C(OCC)=O)=C(C4=CC=CC=C4)C2=CC5=C(C6=CC=CC=C6)C(C(OCC)=O)=C(C)N15
633.0,F[B-]1(F)[N+]2=C(/C=C/C3=CC=CC=C3)C(C(OCC)=O)=C(C4=CC=CC=C4)C2=CC5=C(C6=CC=CC=C6)C(C(OCC)=O)=C(/C=C/C7=CC=CC=C7)N15
510.0,CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=CC=C6)OC5=O
548.0,CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=C(O)C=C6)OC5=O
632.0,CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=C(N(CC)CC)C=C6)OC5=O
558.0,F[B-]([N+]1=C(C2=CC=CC=C2)C=CC1=C3C4=CC=C(I)C=C4)(F)N5C3=CC=C5C6=CC=CC=C6
573.0,F[B-]([N+]1=C(C2=CC=CN2)C=CC1=C3C4=C(C)C=C(C)C=C4C)(F)N5C3=CC=C5C
622.0,F[B-]([N+]1=C(C2=CC=CS2)C=CC1=C3C4=CC=C(Br)C=C4)(F)N5C3=CC=C5C6=CC=CS6
637.0,F[B-]([N+]1=C(C(C=CC=C2)=C2O3)C3=CC1=C4C5=CC=C(I)C=C5)(F)N6C4=CC7=C6C8=C(C=CC=C8)O7
634.0,F[B-]([N+]1=C(C(C=CC=C2)=C2CC3)C3=CC1=C4C5=CC=C(I)C=C5)(F)N6C4=CC7=C6C8=C(C=CC=C8)CC7
658.0,F[B-]([N+]1=C(C(C=CC(OC)=C2)=C2CC3)C3=CC1=C4C5=CC=C(I)C=C5)(F)N6C4=CC7=C6C8=C(C=C(OC)C=C8)CC7
619.0,F[B-]([N+]1=C(C(C=CC=C2)=C2CC3)C3=C(C)C1=C4C5=CC=C(I)C=C5)(F)N6C4=C(C)C7=C6C8=C(C=CC=C8)CC7
633.0,F[B-]([N+]1=C(/C=C/C2=CC=CC=C2)C=CC1=C3C4=CC=CC=C4)(F)N5C3=CC=C5/C=C/C6=CC=CC=C6
605.0,F[B-]([N+]1=C(C#CC2=CC=CC=C2)C=CC1=C3C4=CC=CC=C4)(F)N5C3=CC=C5C#CC6=CC=CC=C6
641.0,F[B-]([N+]1=C(/C=C/C=C/C(OCC)=O)C=CC1=C2C3=C(C)C=C(C)C=C3C)(F)N4C2=CC=C4/C=C/C=C/C(OCC)=O
633.0,F[B-]([N+]1=CC(/C=C/C=C/C(OCC)=O)=CC1=C2C3=C(C)C=C(C)C=C3C)(F)N4C2=CC(/C=C/C=C/C(OCC)=O)=C4
621.0,F[B-]([N+]1=C(C)C(C(C=CC=C2)=C2C3=C4C=CC=C3)=C4C1=C5C6=CC=C(N(C)C)C=C6)(F)N7C5=C(C(C=CC=C8)=C8C9=C%10C=CC=C9)C%10=C7C
652.0,F[B-]([N+]1=C(C=C(C2=CC=CC=C2)O3)C3=CC1=C4)(F)N5C4=CC6=C5C=C(C7=CC=CC=C7)O6
671.0,F[B-]([N+]1=C(C=C(C2=C(OC)C=CC=C2)O3)C3=CC1=C4)(F)N5C4=CC6=C5C=C(C7=CC=CC=C7OC)O6
662.0,F[B-]([N+]1=C(C=C(C2=CC=C(C(C)C)C=C2)O3)C3=CC1=C4)(F)N5C4=CC6=C5C=C(C7=CC=C(C(C)C)C=C7)O6
629.0,F[B-]([N+]1=C(C=C(C2=C(C(C)C)C=CC=C2)O3)C3=CC1=C4)(F)N5C4=CC6=C5C=C(C7=CC=CC=C7C(C)C)O6
679.0,F[B-]([N+]1=C(C=C(C2=C(OC)C=CC(OC)=C2)O3)C3=CC1=C4)(F)N5C4=CC6=C5C=C(C7=CC(OC)=CC=C7OC)O6
612.0,CC1=CC=C(C(C2=C(C)C(Cl)=C(C)N2[B-]3(F)F)=C4[N+]3=C(/C=C/C5=CC6=C(N(CC7=CN(CCC[P+](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)N=N7)C%11=C6C=CC=C%11)C=C5)C(Cl)=C4C)C=C1
688.0,CCNC1=C(C)C=C2C(OC3=C(/C=C/C4=[N+](C)C5=C(C=CC=C5)C4(C)C)CCCC3=C2C6=C(C(O)=O)C=CC=C6)=C1
700.0,CCN(CC)C1=C(C)C=C2C(OC3=C(/C=C/C4=[N+](C)C5=C(C=CC=C5)C4(C)C)CCCC3=C2C6=C(C(O)=O)C=CC=C6)=C1
710.0,CC1(C)C(/C=C/C2=C3OC4=C5C(N(CCC5)CCC6)=C6C=C4C(C7=C(C(O)=O)C=CC=C7)=C3CCC2)=[N+](C)C8=C1C=CC=C8
708.0,CCNC1=C(C)C=C2C(OC3=C(/C=C/C4=[N+](C)C5=C(C(C=CC=C6)=C6C=C5)C4(C)C)CCCC3=C2C7=C(C(O)=O)C=CC=C7)=C1
720.0,CCN(CC)C1=C(C)C=C2C(OC3=C(/C=C/C4=[N+](C)C5=C(C(C=CC=C6)=C6C=C5)C4(C)C)CCCC3=C2C7=C(C(O)=O)C=CC=C7)=C1
728.0,CC1(C)C(/C=C/C2=C3OC4=C5C(N(CCC5)CCC6)=C6C=C4C(C7=C(C(O)=O)C=CC=C7)=C3CCC2)=[N+](C)C8=C1C(C=CC=C9)=C9C=C8
691.0,C[Si]1(C)C2=CC(N3C)=C(CC3)C=C2C(C4=C(C)C=CC=C4)=C5C1=CC(C6=C5)=[N+](CC6)C
721.0,C[Si]1(C)C2=CC(N(C)C(C)(C)C=C3C)=C3C=C2C(C4=C(C)C=CC=C4)=C5C1=CC6=[N+](C)C(C)(C)C=C(C)C6=C5
600.0,CN(C)C1=CC=C2C([Te]C(C3=C2C4=C(C)C=CC=C4)=C/C(C=C3)=[N+](C)/C)=C1
678.0,CCN(C(C)=O)C1=C(C)C=C2C(OC3=C(/C=C/C4=[N+](C)C5=C(C(C=CC=C6)=C6C=C5)C4(C)C)CCCC3=C2C7=C(C(O)=O)C=CC=C7)=C1
660.0,CC(C=CC=C1)=C1C(C2=CC=C(N(C3=CC=C(OC)C=C3)C)C=C2[Si]4(C)C)=C5C4=C/C(C=C5)=[N+](C6=CC=C(OC)C=C6)\C
779.0,CC(C=CC=C1)=C1C(C2=CC=C(N3C(C=CC=C4)=C4CC3)C=C2[Si]5(C)C)=C6C5=C/C(C=C6)=[N+]7CCC8=C\7C=CC=C8
650.0,NC(C=C1)=CC=C1/C=C2C3=[O+]C4=CC(N(CCC)CCC)=CC=C4C=C3CCC/2
668.0,CCCN(CCC)C1=CC=C2C([O+]=C(/C(CCC3)=C/C4=CC=C(N(C)C)C=C4)C3=C2)=C1
691.0,CC(C=CC=C1)=C1C(C2=CC(CC3)=C(N3C)C=C2[Si]4(C)C)=C5C4=CC(C6=C5)=[N+](CC6)C
721.0,CC(C=CC=C1)=C1C(C2=CC3=C(N(C(C)(C)C=C3C)C)C=C2[Si]4(C)C)=C5C4=CC(C6=C5)=[N+](C(C)(C)C=C6C)C
663.0,CCN(CC)C1=CC2=C(C=C1)C(C3=C(C(O)=O)C=CC=C3)=C4C(/C(CCC4)=C/C5=CC=C(N(CC)CC)C=C5)=[O+]2
