molecule,solvent,label
CC1=CC=C(C(C2=C(C)C=C(/C=C/C3=CC(C(C=CC=C4)=C4N5CC#C)=C5C=C3)N2[B-]6(F)F)=C7[N+]6=C(/C=C/C8=CC9=C(N(CC#C)C%10=C9C=CC=C%10)C=C8)C=C7C)C=C1,CS(C)=O,678.0
F[B-]([N+]1=C(C(C=CC(OC)=C2)=C2CC3)C3=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C8=C6C9=C(C=C(OC)C=C9)CC8,ClC(Cl)Cl,740.0
F[B-]([N+]1=C(C(C=CC(OC)=C2)=C2CC3)C3=C(C4=CC=C(OC)C=C4)C1=N5)(F)N6C5=C(C7=CC=C(OC)C=C7)C8=C6C9=C(C=C(OC)C=C9)CC8,ClC(Cl)Cl,736.0
F[B-]([N+]1=C(C(C=CC(OC)=C2)=C2CC3)C3=C(CCC4=CC=CC=C4)C1=N5)(F)N6C5=C(CCC7=CC=CC=C7)C8=C6C9=C(C=C(OC)C=C9)CC8,ClC(Cl)Cl,721.0
F[B-]([N+]1=C(C(C=CC=C2)=C2SC3)C3=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C8=C6C9=C(C=CC=C9)SC8,ClC(Cl)Cl,706.0
F[B-]([N+]1=C(C(C=CC=C2)=C2CC3)C3=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C8=C6C9=C(C=C(OC)C=C9)CC8,ClC(Cl)Cl,723.0
F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C7=C5C8=C(C=C(OC)C=C8)CC7,ClC(Cl)Cl,688.0
F[B-]([N+]1=C(C2=C(OC)C=CC=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C7=C5C8=C(C=C(OC)C=C8)CC7,ClC(Cl)Cl,678.0
F[B-]([N+]1=C(C2=C(OC)C=CC(OC)=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C7=C5C8=C(C=C(OC)C=C8)CC7,ClC(Cl)Cl,681.0
F[B-]([N+]1=C(C2=C(OC)C=C(OC)C=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C7=C5C8=C(C=C(OC)C=C8)CC7,ClC(Cl)Cl,707.0
F[B-]([N+]1=C(C2=CC=C(N3CCCCC3)C=C2)C=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C8=C6C9=C(C=C(OC)C=C9)CC8,ClC(Cl)Cl,774.0
F[B-]([N+]1=C(C(C=CC(N(CC)CC)=C2)=C2CC3)C3=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C8=C6C9=C(C=C(OC)C=C9)CC8,ClC(Cl)Cl,796.0
F[B-]([N+]1=C(C(C=CC(N(CC)CC)=C2)=C2CC3)C3=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C=C6C8=CC=C(OC)C=C8,ClC(Cl)Cl,759.0
F[B-]([N+]1=C(C2=CC=C(N(CC)CC)C=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C7=C5C8=C(C=C(OC)C=C8)CC7,ClC(Cl)Cl,789.0
F[B-]([N+]1=C(C2=CC=C(N(CC)CC)C=C2)C3=C(C4=C(C=CC=C4)CC3)C1=N5)(F)N6C5=C(C(C=CC=C7)=C7CC8)C8=C6C9=CC=C(OC)C=C9,ClC(Cl)Cl,757.0
F[B-]([N+]1=C(C2=C(CC3)C=C(N(CC)CC)C=C2)C3=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C(C=CC=C7)=C7CC8)C8=C6C9=CC=C(OC)C=C9,ClC(Cl)Cl,759.0
F[B-]([N+]1=C(C2=CC=C(N(CC)CC)C=C2)C3=C(C4=C(C=CC=C4)CC3)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C(CC8)=C6C9=C8C=C(OC)C=C9,ClC(Cl)Cl,782.0
F[B-]([N+]1=C(C2=CC=C(Br)S2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C=C5C7=CC=C(Br)S7,ClCCl,735.0
F[B-]([N+]1=C(C2=CC=C(C#CC3=CC=C(N(C(CCCCC)=O)C(CCCCC)=O)C=C3)C=C2)C=C(C4=CC=CS4)C1=N5)(F)N6C5=C(C7=CC=CS7)C=C6C8=CC=C(C#CC9=CC=C(N(C(CCCCC)=O)C(CCCCC)=O)C=C9)C=C8,CC1=CC=CC=C1,760.0
F[B-]([N+]1=C(C2=CC=C(C#CC3=CC=C(N(C(CCCCC)=O)C(CCCCC)=O)C=C3)C=C2)C=C(C4=CC=CS4)C1=N5)(F)N6C5=C(C7=CC=CS7)C=C6C8=CC=C(C#CC9=CC=C(N(C(CCCCC)=O)C(CCCCC)=O)C=C9)C=C8,CO,640.0
F[B-]([N+]1=C(C2=CC=C(N=[N+]=[N-])C=C2)C=C(C3=CC(OC)=C(OC)C=C3)C1=N4)(F)N5C4=C(C6=CC=C(OC)C(OC)=C6)C=C5C7=CC=C(N=[N+]=[N-])C=C7,C1CCCO1,700.0
F[B-]([N+]1=C(C2=CC=C(N)C=C2)C=C(C3=CC(OC)=C(OC)C=C3)C1=N4)(F)N5C4=C(C6=CC=C(OC)C(OC)=C6)C=C5C7=CC=C(N)C=C7,C1CCCO1,750.0
F[B-]([N+]1=C(C2=CC=C(N(C)C)C=C2)C=C(C3=CC(OC)=C(OC)C=C3)C1=N4)(F)N5C4=C(C6=CC=C(OC)C(OC)=C6)C=C5C7=CC=C(N(C)C)C=C7,C1CCCO1,790.0
CC1=C2N(C(/C=C/C3=CC=C(OCC(OCC)=O)C=C3)=C1)[B-](F)(F)[N+]4=C(C5=C(C)C=C(C)N5)C6=CC=CC=C6C4=C2,ClCCl,680.0
CC1=C2N(C(/C=C/C3=CC=C(OCC(OCC)=O)C=C3)=C1CC)[B-](F)(F)[N+]4=C(C5=C(C)C(CC)=C(C)N5)C6=CC=CC=C6C4=C2C,ClCCl,675.0
CC1=C(C2=[N+]3C(C4=C2C=CC=C4)=C(/C=C/C5=CC=C(OCC(OCC)=O)C=C5)C6=C(C)C=C(/C=C/C7=CC=C(OCC(OCC)=O)C=C7)N6[B-]3(F)F)NC(C)=C1,ClCCl,676.0
CC1=C2N(C(/C=C/C3=CC=C(N(C)C)C=C3)=C1CC)[B-](F)(F)[N+]4=C(C5=C(C)C(CC)=C(C)N5)C6=CC=CC=C6C4=C2,ClCCl,725.0
F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC(C(C=CC=C4)=C4N5CC)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CC)=C%10C=C8)C=C7C%11=CC=CC=C%11,CC#N,705.0
F[B-]([N+]1=C(C2=CC=CC=C2)C(I)=C(C3=CC(C(C=CC=C4)=C4N5CC)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CC)=C%10C=C8)C(I)=C7C%11=CC=CC=C%11,CC#N,653.0
F[B-]([N+]1=C(C2=CC=C(Br)C=C2)C(I)=C(C3=CC(C(C=CC=C4)=C4N5CC)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CC)=C%10C=C8)C(I)=C7C%11=CC=C(Br)C=C%11,CC#N,649.0
CC1=CC=CC(C)=C1C(C2=CC=C(C3=CC=C(C4=CC=CC=C4)S3)N2[B-]5(F)F)=C6[N+]5=C(C7=CC=C(C8=CC=CC=C8)S7)C=C6,ClCCl,672.0
CC1=CC=CC(C)=C1C(C2=CC=C(C3=CC=C(C4=CC=C(OC)C=C4)S3)N2[B-]5(F)F)=C6[N+]5=C(C7=CC=C(C8=CC=C(OC)C=C8)S7)C=C6,ClCCl,689.0
CC1=CC=CC(C)=C1C(C2=CC=C(C3=CC=C(C4=CC=C(N)C=C4)S3)N2[B-]5(F)F)=C6[N+]5=C(C7=CC=C(C8=CC=C(N)C=C8)S7)C=C6,ClCCl,708.0
F[B-]([N+]1=C(C(C=CC(OC)=C2)=C2CC3)C3=CC1=C4C(F)(F)F)(F)N5C4=CC6=C5C7=C(C=C(OC)C=C7)CC6,ClCCl,703.0
O=C(CC1=CC=CC=C1)OCC2=C3[N+]([B-](C)(C)N4C2=C(C)C=C4/C=C/C5=CC=C(N(C)C)C=C5)=C(/C=C/C6=CC=C(N(C)C)C=C6)C=C3C,CO,689.0
F[B-]([N+]1=C(C2=CC=C(OCCCCCCOC(C(C)=C)=O)C=C2)C=C(C3=CC=C(OC)C=C3)C1=N4)(F)N5C4=C(C6=CC=C(OC)C=C6)C=C5C7=CC=C(OCCCCCCOC(C)=O)C=C7,C1CCCO1,694.0
F[B-]([N+]1=C(C2=CC=C(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)/C5=CC=CC=C5)C=C2)C=C(C6=CC=CC=C6)C1=N7)(F)N8C7=C(C9=CC=CC=C9)C=C8C%10=CC=C(/C(C%11=CC=CC=C%11)=C(C%12=CC=CC=C%12)\C%13=CC=CC=C%13)C=C%10,CC1=CC=CC=C1,708.0
F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC=C(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)\C6=CC=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(/C(C%10=CC=CC=C%10)=C(C%11=CC=CC=C%11)/C%12=CC=CC=C%12)C=C9)C=C8C%13=CC=CC=C%13,CC1=CC=CC=C1,682.0
F[B-]([N+]1=C(C2=CC3=C(C4=CC=CC=C4C3(C)C)C=C2)C=C(C5=CC=CC=C5)C1=N6)(F)N7C6=C(C8=CC=CC=C8)C=C7C9=CC(C%10(C)C)=C(C%11=C%10C=CC=C%11)C=C9,CC1=CC=CC=C1,708.0
F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC=C(C4=CC=CC=C4C5(C)C)C5=C3)C1=N6)(F)N7C6=C(C8=CC9=C(C%10=C(C9(C)C)C=CC=C%10)C=C8)C=C7C%11=CC=CC=C%11,CC1=CC=CC=C1,677.0
F[B-]([N+]1=C(CC)C=C2C1=C3C4=C5C2=CC=C(OC6=C(C)C=C(C)C=C6C)C5=CC7=C(OC8=C(C)C=C(C)C=C8C)C=CC9=C47)(F)N%10C3=C9C=C%10CC,CCCCCC,891.0
F[B-]([N+]1=C(CC)C=C2C1=C3C4=C5C2=CC=C(OC6=C(C)C=C(C)C=C6C)C5=CC7=C(OC8=C(C)C=C(C)C=C8C)C=CC9=C47)(F)N%10C3=C9C=C%10CC,CC1=CC=CC=C1,867.0
F[B-]([N+]1=C(CC)C=C2C1=C3C4=C5C2=CC=C(OC6=C(C)C=C(C)C=C6C)C5=CC7=C(OC8=C(C)C=C(C)C=C8C)C=CC9=C47)(F)N%10C3=C9C=C%10CC,C1CCCO1,848.0
F[B-]([N+]1=C(CC)C=C2C1=C3C4=C5C2=CC=C(OC6=C(C)C=C(C)C=C6C)C5=CC7=C(OC8=C(C)C=C(C)C=C8C)C=CC9=C47)(F)N%10C3=C9C=C%10CC,ClCCl,826.0
F[B-]([N+]1=C(CC)C=C2C1=C3C4=C5C2=CC=C(OC6=C(C)C=C(C)C=C6C)C5=CC7=C(OC8=C(C)C=C(C)C=C8C)C=CC9=C47)(F)N%10C3=C9C=C%10CC,CO,830.0
CCC1=CC2=C3N1[B-](F)(F)[N+]4=C(CC)C(C5=C6C([N+]([B-]7(F)F)=C5CC)=C8C9=C%10C6=CC=C(OC%11=C(C)C=C(C)C=C%11C)C%10=CC%12=C(OC%13=C(C)C=C(C)C=C%13C)C=CC(C%14=C8N7C(CC)=C%14)=C9%12)=C%15C4=C3C%16=C%17C%15=CC=C(OC%18=C(C)C=C(C)C=C%18C)C%17=CC%19=C(OC%20=C(C)C=C(C)C=C%20C)C=CC2=C%16%19,CCCCCC,891.0
CCC1=CC2=C3N1[B-](F)(F)[N+]4=C(CC)C(C5=C6C([N+]([B-]7(F)F)=C5CC)=C8C9=C%10C6=CC=C(OC%11=C(C)C=C(C)C=C%11C)C%10=CC%12=C(OC%13=C(C)C=C(C)C=C%13C)C=CC(C%14=C8N7C(CC)=C%14)=C9%12)=C%15C4=C3C%16=C%17C%15=CC=C(OC%18=C(C)C=C(C)C=C%18C)C%17=CC%19=C(OC%20=C(C)C=C(C)C=C%20C)C=CC2=C%16%19,C1CCCO1,860.0
CCC1=CC2=C3N1[B-](F)(F)[N+]4=C(CC)C(C5=C6C([N+]([B-]7(F)F)=C5CC)=C8C9=C%10C6=CC=C(OC%11=C(C)C=C(C)C=C%11C)C%10=CC%12=C(OC%13=C(C)C=C(C)C=C%13C)C=CC(C%14=C8N7C(CC)=C%14)=C9%12)=C%15C4=C3C%16=C%17C%15=CC=C(OC%18=C(C)C=C(C)C=C%18C)C%17=CC%19=C(OC%20=C(C)C=C(C)C=C%20C)C=CC2=C%16%19,ClCCl,835.0
CCC1=CC2=C3N1[B-](F)(F)[N+]4=C(CC)C(C5=C6C([N+]([B-]7(F)F)=C5CC)=C8C9=C%10C6=CC=C(OC%11=C(C)C=C(C)C=C%11C)C%10=CC%12=C(OC%13=C(C)C=C(C)C=C%13C)C=CC(C%14=C8N7C(CC)=C%14)=C9%12)=C%15C4=C3C%16=C%17C%15=CC=C(OC%18=C(C)C=C(C)C=C%18C)C%17=CC%19=C(OC%20=C(C)C=C(C)C=C%20C)C=CC2=C%16%19,CO,843.0
F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC(OC)=CC(OC)=C3)C1=N4)(F)N5C4=C(C6=CC(OC)=CC(OC)=C6)C=C5C7=CC=CC=C7,CS(C)=O,680.0
F[B-]([N+]1=C(C2=CC=C(Br)C=C2)C=C(C3=CC(OC)=CC(OC)=C3)C1=N4)(F)N5C4=C(C6=CC(OC)=CC(OC)=C6)C=C5C7=CC=C(Br)C=C7,CS(C)=O,664.0
F[B-]([N+]1=C(C2=CC=C(I)C=C2)C=C(C3=CC(OC)=CC(OC)=C3)C1=N4)(F)N5C4=C(C6=CC(OC)=CC(OC)=C6)C=C5C7=CC=C(I)C=C7,CS(C)=O,675.0
F[B-]([N+]1=C(C2=CC=C(I)C=C2)C(I)=C(C3=C(I)C(OC)=CC(OC)=C3)C1=N4)(F)N5C4=C(C6=CC(OC)=CC(OC)=C6I)C(I)=C5C7=CC=C(I)C=C7,CS(C)=O,676.0
CC(C)(C)C(C=C1)=CC=C1C2=C(/N=C3N=C(C4=CC=C(N(C)C)C=C4)C=C\3C5=CC=C(C(C)(C)C)C=C5)NC(C6=CC=C(N(C)C)C=C6)=C2,C1CCCO1,681.0
BrC1=C(C2=CC=C(N(C)C)C=C2)N([B-](F)(F)[N+]3=C(C4=CC=C(N(C)C)C=C4)C(Br)=C(C5=CC=C(C(C)(C)C)C=C5)C3=N6)C6=C1C7=CC=C(C(C)(C)C)C=C7,C1CCCO1,797.0
BrC1=C(C2=CC=C(N(C)C)C=C2)NC(/N=C3N=C(C4=CC=C(N(C)C)C=C4)C(Br)=C\3C5=CC=C(C(C)(C)C)C=C5)=C1C6=CC=C(C(C)(C)C)C=C6,C1CCCO1,675.0
F[B-]([N+]1=C(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)C=C(C5=CC=C(C(C)(C)C)C=C5)C1=N6)(F)N7C6=C(C8=CC=C(C(C)(C)C)C=C8)C=C7C9=CC=C(N(C%10=CC=CC=C%10)C%11=CC=CC=C%11)C=C9,C1CCCO1,789.0
BrC1=C(C2=CC=C(C(C)(C)C)C=C2)C3=NC4=C(C5=CC=C(C(C)(C)C)C=C5)C=C(C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)N4[B-](F)(F)[N+]3=C1C9=CC=C(N(C%10=CC=CC=C%10)C%11=CC=CC=C%11)C=C9,C1CCCO1,769.0
F[B-]([N+]1=C(C2=CC=C(/C=C(C3=CC=NC=C3)\C#N)S2)C=CC1=C4C5=CC=C(/C=C(C#N)/C6=CC=NC=C6)S5)(F)N7C4=CC=C7C8=CC=C(/C=C(C9=CC=NC=C9)\C#N)S8,ClCCl,730.0
F[B-]([N+]1=C(C2=CC=C(/C=C(C3=CC=NC=C3)\C#N)S2)C=CC1=C4C5=CC=C(/C=C(C#N)/C6=CC=NC=C6)S5)(F)N7C4=CC=C7C8=CC=C(/C=C(C9=CC=NC=C9)\C#N)S8,[H]C(N(C)C)=O,731.0
CC(C(Br)=C1/C=C/C2=CC=C(OC)C=C2)=C3N1[B-](F)(F)[N+]4=C(/C=C/C5=CC=C(OC)C=C5)C(Br)=C(C)C4=C3,ClCCl,672.0
CC1=CC=C(C2=C3[N+]([B-](F)(F)N4C2=CC(C5=CC=C(CCCCCC)S5)=C4C6=CC=C(CCCCCC)S6)=C(C7=CC=C(CCCCCC)S7)C(C8=CC=C(CCCCCC)S8)=C3)C=C1,CC1=CC=CC=C1,664.0
CC1=CC=C(C2=C3[N+]([B-](F)(F)N4C2=CC(C5=CC=C(CCCCCC)S5)=C4C6=CSC(CCCCCC)=C6)=C(C7=CSC(CCCCCC)=C7)C(C8=CC=C(CCCCCC)S8)=C3)C=C1,CC1=CC=CC=C1,654.0
CC1=CC=C(C2=C3[N+]([B-](F)(F)N4C2=CC5=C4C(SC(CCCCCC)=C6)=C6C7=C5C=C(CCCCCC)S7)=C8C(C(C=C(CCCCCC)S9)=C9C%10=C8SC(CCCCCC)=C%10)=C3)C=C1,CC1=CC=CC=C1,719.0
F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C=C(C3=CC=C([N+](CC)(CC)C)C=C3)C1=N4)(F)N5C4=C(C6=CC=C([N+](CC)(CC)C)C=C6)C=C5C7=CC=C(OC)C=C7,ClC(Cl)Cl,702.0
F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C(Br)=C(C3=CC=C([N+](CC)(CC)C)C=C3)C1=N4)(F)N5C4=C(C6=CC=C([N+](CC)(CC)C)C=C6)C(Br)=C5C7=CC=C(OC)C=C7,ClC(Cl)Cl,681.0
F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C(Br)=C(C3=CC=C(N(CC)CC)C=C3)C1=N4)(F)N5C4=C(C6=CC=C(N(CC)CC)C=C6)C(Br)=C5C7=CC=C(OC)C=C7,ClC(Cl)Cl,684.0
F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC=C(N(CC)CC)C=C4)=C2N=C5[N+]1=C(C6=CC=C(OC)C=C6)C=C5C7=CC=C(N(CC)CC)C=C7,O,651.0
F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC=C(N(CC)CCC5)C5=C4)=C2N=C6[N+]1=C(C7=CC=C(OC)C=C7)C=C6C8=CC9=C(N(CC)CCC9)C=C8,O,668.0
F[B-]1(F)N2C(C3=CC=C(OC)C=C3)=CC(C4=CC(CCC5)=C(N5CCC6)C6=C4)=C2N=C7[N+]1=C(C8=CC=C(OC)C=C8)C=C7C9=CC(CCC%10)=C(N%10CCC%11)C%11=C9,O,672.0
F[B-]([N+]1=C(C2=C(OC)C=CC3=C2C=CC=C3)C=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C8=C6C9=C(C=C(OC)C=C9)CC8,ClCCl,668.0
COC1=CC(C2=C(/N=C3N=C(C4=CC=C(Br)C=C4)C=C\3C5=CC(OC)=CC(OC)=C5)NC(C6=CC=C(Br)C=C6)=C2)=CC(OC)=C1,CS(C)=O,617.0
CCC1=C(C)C2=C(C3=C(F)C(F)=C(F)C(F)=C3F)C4=C(C)C(CC)=C(C)N4[B-](F)(F)[N+]2=C1C,ClCCl,544.0
CCC1=C(C)C2=C(C3=C(F)C(F)=C(F)C(F)=C3F)C4=C(C)C(CC)=C(/C=C/C5=CC=C(O)C=C5)N4[B-](F)(F)[N+]2=C1C,ClCCl,606.0
F[B-]([N+]1=C(C2=CC=C(Br)C=C2)C(I)=C(C3=C(I)C(OC)=CC(OC)=C3)C1=N4)(F)N5C4=C(C6=CC(OC)=CC(OC)=C6I)C(I)=C5C7=CC=C(Br)C=C7,CS(C)=O,666.0
CC(C(I)=C1C)=C2N1[B-](F)(F)[N+]3=C(C)C(I)=C(C)C3=C2CCC(O)=O,CCO,525.0
F[B-]([N+]1=C(/C=C/C2=CC=C(N(C)C)C=C2)C(I)=C(C)C1=C3C4=CC=CC=C4)(F)N5C3=C(C)C(I)=C5C,CC1=CC=CC=C1,629.0
F[B-]([N+]1=C(C)C(C#CC#CC2=C(C)N([B-](F)(F)[N+]3=C(C)C(I)=C(C)C3=C4C5=CC=CC=C5)C4=C2C)=C(C)C1=C6C7=CC=CC=C7)(F)N8C6=C(C)C(I)=C8C,CC1=CC=CC=C1,576.0
F[B-]([N+]1=C(C)C(C2=CC=C(I)S2)=C(C)C1=C3C4=CC=CC=C4)(F)N5C3=C(C)C(I)=C5C,CC1=CC=CC=C1,532.0
F[B-]([N+]1=C(C)C(C2=CC=C(I)S2)=C(C)C1=C3C4=CC=CC=C4)(F)N5C3=C(C)C(C6=CC=C(I)S6)=C5C,CC1=CC=CC=C1,526.0
CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=C(O)C=C6)OC5=O,ClCCl,530.0
CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=C(O)C=C6)OC5=O,CO,530.0
F[B-]([N+]1=C(C2=C(OC)C=CC3=C2C=CC=C3)C=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C8=C6C9=C(C=C(OC)C=C9)CC8,ClC(Cl)Cl,668.0
CC1=CC=CC(C)=C1C(C2=CC=C(C3=CC=C(C)S3)N2[B-]4(F)F)=C5[N+]4=C(C6=CC=C(C)S6)C=C5,ClCCl,640.0
F[B-]([N+]1=C(C2=CC=C(Br)C=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C=C5C7=CC=C(Br)C=C7,ClCCl,658.0
COC1=CC(C2=C(/N=C3N=C(C4=CC=CC=C4)C=C\3C5=CC(OC)=CC(OC)=C5)NC(C6=CC=CC=C6)=C2)=CC(OC)=C1,CS(C)=O,619.0
COC1=CC(C2=C3N([B-](F)(F)[N+]4=C(C5=CC=C(Br)C=C5)C(I)=C(C6=C(I)C(OC)=CC(OC)=C6)C4=N3)C(C7=CC=C(Br)C=C7)=C2I)=C(I)C(OC)=C1,CS(C)=O,666.0
CCC1=C(C)C2=C(C3=C(F)C(F)=C(F)C(F)=C3F)C4=C(C)C(CC)=C(/C=C/C5=CC=CC=C5)N4[B-](F)(F)[N+]2=C1/C=C/C6=CC=CC=C6,ClCCl,661.0
CCC1=C(C)C2=C(C3=C(F)C(F)=C(F)C(F)=C3F)C4=C(C)C(CC)=C(/C=C/C5=C(C)C=C(C)C=C5C)N4[B-](F)(F)[N+]2=C1/C=C/C6=C(C)C=C(C)C=C6C,ClCCl,646.0
F[B-]([N+]1=C(C2=C(OC)C=CC=C2)C3=C(C=C(CCOC(C(C)=C)=O)C=C3)C1=C4)(F)N5C4=C(C=C(CCOC(C)=O)C=C6)C6=C5C7=C(OC)C=CC=C7,C1CCCO1,625.0
F[B-]([N+]1=C(C2=CC=C(I)C=C2)C(I)=C(C3=CC(OC)=CC(OC)=C3)C1=N4)(F)N5C4=C(C6=CC(OC)=CC(OC)=C6)C(I)=C5C7=CC=C(I)C=C7,CS(C)=O,670.0
CC(C=C1C)=C2N1[B-](F)(F)[N+]3=C(C)C=C(C)C3=C2,CO,502.0
CC(C(I)=C1C)=C2N1[B-](F)(F)[N+]3=C(C)C(I)=C(C)C3=C2,CO,534.0
F[B-]([N+]1=CC(I)=CC1=C2C3=CC=C(C)C=C3)(F)N4C2=CC(I)=C4,CCCCCC,548.5
F[B-]([N+]1=C(I)C(I)=CC1=C2C3=CC=C(C)C=C3)(F)N4C2=CC(I)=C4,CCCCCC,563.5
F[B-]([N+]1=C(I)C(I)=CC1=C2C3=CC=C(C)C=C3)(F)N4C2=CC(I)=C4I,CCCCCC,581.0
F[B-]([N+]1=C(C)C(C#CC2=C(C)N([B-](F)(F)[N+]3=C(C)C(I)=C(C)C3=C4C5=CC=CC=C5)C4=C2C)=C(C)C1=C6C7=CC=CC=C7)(F)N8C6=C(C)C(I)=C8C,CC1=CC=CC=C1,618.0
CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=CC=C6)OC5=O,ClCCl,516.0
CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=CC=C6)OC5=O,CO,504.0
CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=C(O)C=C6)OC5=O,CC1=CC=CC=C1,548.0
CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=C(N(CC)CC)C=C6)OC5=O,ClCCl,632.0
F[B-]1(F)[N+]2=C(/C=C/C3=CC=CC=C3)C(C(OCC)=O)=C(C4=CC=CC=C4)C2=CC5=C(C6=CC=CC=C6)C(C(OCC)=O)=C(C)N15,ClCCl,576.0
F[B-]1(F)[N+]2=C(/C=C/C3=CC=CC=C3)C(C(OCC)=O)=C(C4=CC=CC=C4)C2=CC5=C(C6=CC=CC=C6)C(C(OCC)=O)=C(C)N15,[H]C(N(C)C)=O,576.0
F[B-]1(F)[N+]2=C(/C=C/C3=CC=CC=C3)C(C(OCC)=O)=C(C4=CC=CC=C4)C2=CC5=C(C6=CC=CC=C6)C(C(OCC)=O)=C(/C=C/C7=CC=CC=C7)N15,[H]C(N(C)C)=O,633.0
CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=CC=C6)OC5=O,CC1=CC=CC=C1,510.0
CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=C(O)C=C6)OC5=O,[H]C(N(C)C)=O,548.0
CC1=C(CC)C(C)=[N+](C1=C2C3=CC=CC=C3)[B-](F)(F)N4C2=CC5=C4C6=C(C=C(N(CC)CC)C=C6)OC5=O,CC1=CC=CC=C1,632.0
F[B-]([N+]1=C(C2=CC=CC=C2)C=CC1=C3C4=CC=C(I)C=C4)(F)N5C3=CC=C5C6=CC=CC=C6,ClC(Cl)Cl,558.0
F[B-]([N+]1=C(C2=CC=CN2)C=CC1=C3C4=C(C)C=C(C)C=C4C)(F)N5C3=CC=C5C,CCO,573.0
F[B-]([N+]1=C(C2=CC=CS2)C=CC1=C3C4=CC=C(Br)C=C4)(F)N5C3=CC=C5C6=CC=CS6,ClCCl,622.0
F[B-]([N+]1=C(C(C=CC=C2)=C2O3)C3=CC1=C4C5=CC=C(I)C=C5)(F)N6C4=CC7=C6C8=C(C=CC=C8)O7,ClC(Cl)Cl,637.0
F[B-]([N+]1=C(C(C=CC=C2)=C2CC3)C3=CC1=C4C5=CC=C(I)C=C5)(F)N6C4=CC7=C6C8=C(C=CC=C8)CC7,ClC(Cl)Cl,634.0
F[B-]([N+]1=C(C(C=CC(OC)=C2)=C2CC3)C3=CC1=C4C5=CC=C(I)C=C5)(F)N6C4=CC7=C6C8=C(C=C(OC)C=C8)CC7,ClC(Cl)Cl,658.0
